Timestamp,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category
2025-07-25 01:52:44,Bengaluru,1.0,13.8,3.3,2.5,0.26,36.5,36,Good
2025-07-25 02:52:44,Bengaluru,13.7,37.7,8.0,7.7,0.49,30.6,38,Good
2025-07-25 03:52:44,Bengaluru,5.2,22.6,7.9,3.8,0.1,33.1,33,Good
2025-07-25 04:52:44,Bengaluru,8.4,16.9,1.9,2.4,0.36,24.8,25,Good
2025-07-25 05:52:44,Bengaluru,13.5,28.0,12.2,6.0,0.46,34.7,35,Good
2025-07-25 06:52:44,Bengaluru,11.0,24.4,12.8,2.6,0.11,29.9,30,Good
2025-07-25 07:52:44,Bengaluru,5.9,32.3,12.2,1.9,0.6,31.9,32,Good
2025-07-25 08:52:44,Bengaluru,21.9,43.7,7.6,6.7,0.17,26.3,44,Good
2025-07-25 09:52:44,Bengaluru,15.7,26.5,7.6,6.0,0.56,23.2,28,Good
2025-07-25 10:52:44,Bengaluru,18.1,48.8,11.4,8.0,0.77,24.2,49,Good
2025-07-25 11:52:44,Bengaluru,15.8,33.8,13.9,6.5,0.39,22.1,34,Good
2025-07-25 12:52:44,Bengaluru,18.1,29.9,11.7,5.8,0.4,26.3,30,Good
2025-07-25 13:52:44,Bengaluru,13.1,48.4,14.7,4.1,0.36,29.2,48,Good
2025-07-25 14:52:44,Bengaluru,13.1,26.6,10.5,7.2,0.3,27.2,27,Good
2025-07-25 15:52:44,Bengaluru,17.4,33.7,10.8,5.9,0.43,26.5,34,Good
2025-07-25 16:52:44,Bengaluru,16.7,32.5,14.2,5.5,0.47,25.4,32,Good
2025-07-25 17:52:44,Bengaluru,19.5,24.9,10.1,4.1,0.1,26.4,32,Good
2025-07-25 18:52:44,Bengaluru,13.4,35.9,8.9,1.2,0.48,18.5,36,Good
2025-07-25 19:52:44,Bengaluru,8.9,37.4,13.9,2.5,0.51,24.7,37,Good
2025-07-25 20:52:44,Bengaluru,5.8,31.5,5.0,4.0,0.45,26.0,32,Good
2025-07-25 21:52:44,Bengaluru,19.1,27.8,8.2,7.4,0.58,23.2,32,Good
2025-07-25 22:52:44,Bengaluru,17.0,17.6,5.2,4.6,0.61,35.8,36,Good
2025-07-25 23:52:44,Bengaluru,14.4,35.3,11.9,5.5,0.31,30.5,35,Good
2025-07-26 00:52:44,Bengaluru,19.9,20.2,14.0,1.0,0.21,31.9,33,Good
2025-07-26 01:52:44,Bengaluru,14.2,12.6,5.9,1.4,0.28,29.9,30,Good
2025-07-26 02:52:44,Bengaluru,8.9,31.3,11.3,2.9,0.35,34.2,34,Good
2025-07-26 03:52:44,Bengaluru,17.7,16.7,3.5,2.0,0.2,24.4,30,Good
2025-07-26 04:52:44,Bengaluru,8.0,35.6,4.6,4.8,0.44,27.2,36,Good
2025-07-26 05:52:44,Bengaluru,12.2,34.3,8.6,4.6,0.45,30.8,34,Good
2025-07-26 06:52:44,Bengaluru,17.2,17.3,14.2,3.6,0.61,27.1,30,Good
2025-07-26 07:52:44,Bengaluru,20.1,31.3,5.6,1.1,0.18,30.4,34,Good
2025-07-26 08:52:44,Bengaluru,28.3,39.5,19.1,5.1,0.45,27.5,47,Good
2025-07-26 09:52:44,Bengaluru,13.6,41.9,5.5,3.6,0.37,25.5,42,Good
2025-07-26 10:52:44,Bengaluru,12.5,44.1,8.5,1.0,0.68,22.4,44,Good
2025-07-26 11:52:44,Bengaluru,6.2,32.7,3.6,1.0,0.26,35.9,36,Good
2025-07-26 12:52:44,Bengaluru,21.6,28.0,13.5,4.8,0.43,23.1,36,Good
2025-07-26 13:52:44,Bengaluru,12.9,10.1,6.3,2.7,0.1,22.0,22,Good
2025-07-26 14:52:44,Bengaluru,21.2,30.5,14.9,5.3,0.61,30.9,35,Good
2025-07-26 15:52:44,Bengaluru,14.7,45.7,10.3,5.3,0.52,23.1,46,Good
2025-07-26 16:52:44,Bengaluru,9.7,30.1,10.1,4.8,0.13,27.8,30,Good
2025-07-26 17:52:44,Bengaluru,14.6,32.0,10.7,6.8,0.52,31.5,32,Good
2025-07-26 18:52:44,Bengaluru,20.2,45.1,15.7,4.9,0.54,29.3,45,Good
2025-07-26 19:52:44,Bengaluru,15.7,31.5,9.5,5.3,0.4,23.8,32,Good
2025-07-26 20:52:44,Bengaluru,11.8,24.1,8.6,1.6,0.3,28.9,29,Good
2025-07-26 21:52:44,Bengaluru,6.0,25.8,8.8,3.9,0.42,28.5,28,Good
2025-07-26 22:52:44,Bengaluru,21.5,31.6,13.9,5.3,0.55,38.3,38,Good
2025-07-26 23:52:44,Bengaluru,4.2,9.2,2.7,1.4,0.1,25.8,26,Good
2025-07-27 00:52:44,Bengaluru,9.8,14.8,11.0,2.8,0.43,27.3,27,Good
2025-07-27 01:52:44,Bengaluru,14.6,36.6,2.8,3.9,0.3,28.3,37,Good
2025-07-27 02:52:44,Bengaluru,22.1,29.4,13.3,1.0,0.31,23.8,37,Good
2025-07-27 03:52:44,Bengaluru,16.7,26.5,6.2,2.4,0.1,28.5,28,Good
2025-07-27 04:52:44,Bengaluru,21.7,22.3,8.9,1.5,0.16,24.5,36,Good
2025-07-27 05:52:44,Bengaluru,6.7,11.6,10.5,1.0,0.3,31.5,32,Good
2025-07-27 06:52:44,Bengaluru,25.2,18.0,8.4,6.5,0.51,28.0,42,Good
2025-07-27 07:52:44,Bengaluru,2.6,19.8,5.8,2.7,0.55,42.3,42,Good
2025-07-27 08:52:44,Bengaluru,14.8,19.3,13.4,3.6,0.12,23.9,25,Good
2025-07-27 09:52:44,Bengaluru,3.7,49.5,10.9,4.9,0.35,28.4,50,Good
2025-07-27 10:52:44,Bengaluru,11.2,37.9,11.9,4.9,0.35,25.5,38,Good
2025-07-27 11:52:44,Bengaluru,17.3,42.4,13.4,3.5,0.2,24.4,42,Good
2025-07-27 12:52:44,Bengaluru,19.1,22.1,5.6,8.1,0.5,29.0,32,Good
2025-07-27 13:52:44,Bengaluru,16.7,32.4,15.9,3.3,0.64,26.2,32,Good
2025-07-27 14:52:44,Bengaluru,16.9,22.4,4.3,8.2,0.4,31.0,31,Good
2025-07-27 15:52:44,Bengaluru,9.6,19.7,15.0,2.4,0.61,33.0,33,Good
2025-07-27 16:52:44,Bengaluru,14.2,18.7,12.3,6.2,0.25,29.7,30,Good
2025-07-27 17:52:44,Bengaluru,13.1,21.8,5.7,5.1,0.24,27.0,27,Good
2025-07-27 18:52:44,Bengaluru,12.6,35.3,9.0,5.5,0.34,30.9,35,Good
2025-07-27 19:52:44,Bengaluru,8.7,23.2,7.7,6.6,0.43,33.2,33,Good
2025-07-27 20:52:44,Bengaluru,11.8,18.6,5.5,2.2,0.31,22.1,22,Good
2025-07-27 21:52:44,Bengaluru,22.3,25.3,5.6,3.8,0.26,27.5,37,Good
2025-07-27 22:52:44,Bengaluru,9.3,18.5,5.7,5.2,0.14,31.7,32,Good
2025-07-27 23:52:44,Bengaluru,19.6,35.3,4.7,4.8,0.42,33.9,35,Good
2025-07-28 00:52:44,Bengaluru,18.7,30.8,8.8,2.2,0.34,32.0,32,Good
2025-07-28 01:52:44,Bengaluru,16.8,21.2,11.1,1.0,0.1,27.1,28,Good
2025-07-28 02:52:44,Bengaluru,8.0,19.7,3.9,3.9,0.33,31.4,31,Good
2025-07-28 03:52:44,Bengaluru,15.3,41.3,9.7,5.7,0.46,28.4,41,Good
2025-07-28 04:52:44,Bengaluru,9.5,23.4,7.0,2.7,0.36,29.4,29,Good
2025-07-28 05:52:44,Bengaluru,9.1,33.7,7.0,3.0,0.36,28.3,34,Good
2025-07-28 06:52:44,Bengaluru,17.0,40.2,9.7,5.5,0.23,37.3,40,Good
2025-07-28 07:52:44,Bengaluru,10.7,41.4,10.2,3.8,0.34,25.5,41,Good
2025-07-28 08:52:44,Bengaluru,16.4,37.6,14.7,9.7,0.5,28.2,38,Good
2025-07-28 09:52:44,Bengaluru,19.8,41.5,13.6,3.5,0.32,22.4,42,Good
2025-07-28 10:52:44,Bengaluru,8.6,26.8,4.6,3.9,0.42,25.1,27,Good
2025-07-28 11:52:44,Bengaluru,19.4,39.6,14.5,8.7,0.47,27.5,40,Good
2025-07-28 12:52:44,Bengaluru,14.7,20.2,6.3,5.6,0.16,30.5,30,Good
2025-07-28 13:52:44,Bengaluru,20.7,42.5,6.7,2.9,0.54,22.4,42,Good
2025-07-28 14:52:44,Bengaluru,,,,,,,42,Good
2025-07-28 14:52:44,Bengaluru,,,,,,,42,Good
2025-07-28 15:52:44,Bengaluru,21.9,33.8,16.8,1.5,0.66,34.7,36,Good
2025-07-28 16:52:44,Bengaluru,22.6,44.5,7.3,1.3,0.16,27.8,44,Good
2025-07-28 17:52:44,Bengaluru,5.1,33.8,8.8,2.4,0.32,27.7,34,Good
2025-07-28 18:52:44,Bengaluru,5.5,43.6,13.4,7.1,0.44,31.5,44,Good
2025-07-28 19:52:44,Bengaluru,9.1,23.6,9.1,4.0,0.38,22.6,24,Good
2025-07-28 20:52:44,Bengaluru,21.8,40.0,14.0,7.1,0.78,25.4,40,Good
2025-07-28 21:52:44,Bengaluru,27.1,23.7,6.7,6.1,0.31,29.8,45,Good
2025-07-28 22:52:44,Bengaluru,3.6,16.3,7.6,1.0,0.35,33.3,33,Good
2025-07-28 23:52:44,Bengaluru,17.4,26.5,12.0,6.4,0.27,31.6,32,Good
2025-07-29 00:52:44,Bengaluru,17.7,37.7,9.2,5.7,0.65,34.7,38,Good
2025-07-29 01:52:44,Bengaluru,11.7,22.1,4.4,1.4,0.32,27.6,28,Good
2025-07-29 02:52:44,Bengaluru,13.0,24.6,7.3,4.5,0.1,22.5,25,Good
2025-07-29 03:52:44,Bengaluru,13.4,20.4,1.8,8.5,0.48,24.5,24,Good
2025-07-29 04:52:44,Bengaluru,12.0,24.7,9.7,5.4,0.2,37.0,37,Good
2025-07-29 05:52:44,Bengaluru,2.1,26.6,9.3,2.5,0.41,33.3,33,Good
2025-07-29 06:52:44,Bengaluru,15.1,26.1,12.0,3.8,0.56,25.4,28,Good
2025-07-29 07:52:44,Bengaluru,8.3,22.5,5.0,1.5,0.17,32.9,33,Good
2025-07-29 08:52:44,Bengaluru,13.7,40.9,10.0,3.7,0.69,25.6,41,Good
2025-07-29 09:52:44,Bengaluru,26.5,45.1,8.2,7.2,0.53,24.9,45,Good
2025-07-29 10:52:44,Bengaluru,20.4,29.3,16.6,6.5,0.45,22.2,34,Good
2025-07-29 11:52:44,Bengaluru,6.2,20.1,4.9,2.0,0.1,23.7,24,Good
2025-07-29 12:52:44,Bengaluru,10.2,30.6,7.2,2.9,0.65,32.2,32,Good
2025-07-29 13:52:44,Bengaluru,8.2,35.1,14.8,1.0,0.26,17.8,35,Good
2025-07-29 14:52:44,Bengaluru,23.7,46.7,17.2,4.6,0.34,26.0,47,Good
2025-07-29 15:52:44,Bengaluru,14.6,26.6,12.2,7.4,0.25,27.7,28,Good
2025-07-29 16:52:44,Bengaluru,14.0,33.1,15.5,4.5,0.27,20.2,33,Good
2025-07-29 17:52:44,Bengaluru,21.2,35.9,17.3,8.4,0.34,24.9,36,Good
2025-07-29 18:52:44,Bengaluru,14.0,45.5,12.6,5.7,0.64,26.3,46,Good
2025-07-29 19:52:44,Bengaluru,11.0,27.5,10.1,7.6,0.41,25.5,28,Good
2025-07-29 20:52:44,Bengaluru,12.6,18.0,3.0,6.5,0.1,23.7,24,Good
2025-07-29 21:52:44,Bengaluru,15.8,21.5,12.0,5.1,0.19,27.9,28,Good
2025-07-29 22:52:44,Bengaluru,9.0,14.0,10.8,3.7,0.1,25.7,26,Good
2025-07-29 23:52:44,Bengaluru,5.1,15.1,5.3,3.0,0.26,29.7,30,Good
2025-07-30 00:52:44,Bengaluru,14.8,21.9,6.2,5.2,0.39,34.1,34,Good
2025-07-30 01:52:44,Bengaluru,15.5,18.8,10.7,1.0,0.51,37.4,37,Good
2025-07-30 02:52:44,Bengaluru,6.9,19.4,10.4,1.0,0.34,27.4,27,Good
2025-07-30 03:52:44,Bengaluru,14.2,24.1,5.6,1.0,0.28,24.8,25,Good
2025-07-30 04:52:44,Bengaluru,18.0,19.3,5.7,1.0,0.19,28.1,30,Good
2025-07-30 05:52:44,Bengaluru,10.5,20.5,6.1,4.1,0.11,26.1,26,Good
2025-07-30 06:52:44,Bengaluru,13.2,32.3,10.7,4.8,0.1,30.7,32,Good
2025-07-30 07:52:44,Bengaluru,14.0,47.0,7.7,1.2,0.29,25.5,47,Good
2025-07-30 08:52:44,Bengaluru,7.1,33.8,13.2,5.5,0.23,25.5,34,Good
2025-07-30 09:52:44,Bengaluru,22.6,42.7,6.4,8.4,0.38,29.6,43,Good
2025-07-30 10:52:44,Bengaluru,26.4,52.5,14.1,6.9,0.67,18.1,52,Satisfactory
2025-07-30 11:52:44,Bengaluru,18.2,11.7,9.9,5.9,0.31,35.3,35,Good
2025-07-30 12:52:44,Bengaluru,18.8,29.6,11.5,3.9,0.39,24.6,31,Good
2025-07-30 13:52:44,Bengaluru,8.6,34.6,9.6,3.3,0.49,28.5,35,Good
2025-07-30 14:52:44,Bengaluru,15.5,31.4,6.6,4.0,0.37,31.2,31,Good
2025-07-30 15:52:44,Bengaluru,26.4,36.4,12.6,5.4,0.42,32.9,44,Good
2025-07-30 16:52:44,Bengaluru,14.9,37.7,12.9,3.2,0.18,26.5,38,Good
2025-07-30 17:52:44,Bengaluru,20.6,32.0,3.0,5.8,0.21,27.4,34,Good
2025-07-30 18:52:44,Bengaluru,19.2,32.9,10.1,3.3,0.24,22.9,33,Good
2025-07-30 19:52:44,Bengaluru,21.4,37.6,10.4,5.1,0.28,17.7,38,Good
2025-07-30 20:52:44,Bengaluru,7.5,23.2,13.1,1.0,0.2,31.7,32,Good
2025-07-30 21:52:44,Bengaluru,18.2,18.9,11.4,6.0,0.65,24.5,32,Good
2025-07-30 22:52:44,Bengaluru,6.4,30.4,9.5,6.4,0.46,30.2,30,Good
2025-07-30 23:52:44,Bengaluru,12.5,23.7,5.4,3.8,0.4,27.5,28,Good
2025-07-31 00:52:44,Bengaluru,,,,,,,33,Good
2025-07-31 01:52:44,Bengaluru,2.4,52.4,11.6,1.4,0.3,25.8,52,Satisfactory
2025-07-31 02:52:44,Bengaluru,16.3,32.2,14.3,3.5,0.35,18.3,32,Good
2025-07-31 03:52:44,Bengaluru,8.3,30.6,6.5,5.7,0.1,24.2,31,Good
2025-07-31 04:52:44,Bengaluru,10.9,37.4,11.5,6.0,0.25,31.0,37,Good
2025-07-31 05:52:44,Bengaluru,20.9,14.5,12.5,7.9,0.3,24.4,35,Good
2025-07-31 06:52:44,Bengaluru,,,,,,,31,Good
2025-07-31 06:52:44,Bengaluru,,,,,,,31,Good
2025-07-31 07:52:44,Bengaluru,19.1,47.9,12.1,4.1,0.24,27.2,48,Good
2025-07-31 08:52:44,Bengaluru,10.1,41.2,15.2,4.8,0.62,26.4,41,Good
2025-07-31 09:52:44,Bengaluru,17.0,28.7,8.9,8.4,0.33,27.9,29,Good
2025-07-31 10:52:44,Bengaluru,21.7,29.1,15.8,8.2,0.7,25.3,36,Good
2025-07-31 11:52:44,Bengaluru,15.1,32.3,5.6,6.4,0.12,30.6,32,Good
2025-07-31 12:52:44,Bengaluru,23.7,45.8,11.7,5.0,0.37,27.4,46,Good
2025-07-31 13:52:44,Bengaluru,20.1,33.9,14.2,4.6,0.25,29.6,34,Good
2025-07-31 14:52:44,Bengaluru,25.8,17.3,7.2,3.9,0.33,31.9,43,Good
2025-07-31 15:52:44,Bengaluru,18.8,34.9,3.8,4.6,0.2,27.0,35,Good
2025-07-31 16:52:44,Bengaluru,13.5,34.4,8.4,5.1,0.29,31.0,34,Good
2025-07-31 17:52:44,Bengaluru,17.1,20.0,11.1,3.7,0.55,25.1,29,Good
2025-07-31 18:52:44,Bengaluru,8.6,18.8,2.6,1.3,0.41,23.6,24,Good
2025-07-31 19:52:44,Bengaluru,10.9,50.0,8.5,3.5,0.47,27.1,50,Good
2025-07-31 20:52:44,Bengaluru,10.9,34.4,8.9,4.5,0.43,28.0,34,Good
2025-07-31 21:52:44,Bengaluru,18.4,14.7,6.9,4.0,0.81,31.0,40,Good
2025-07-31 22:52:44,Bengaluru,5.9,22.1,16.5,7.1,0.28,30.7,31,Good
2025-07-31 23:52:44,Bengaluru,4.0,18.4,2.5,4.6,0.1,33.4,33,Good
2025-08-01 00:52:44,Bengaluru,4.7,25.0,7.9,7.1,0.35,33.0,33,Good
2025-08-01 01:52:44,Bengaluru,4.2,12.6,5.7,5.5,0.28,27.0,27,Good
2025-08-01 02:52:44,Bengaluru,14.3,25.0,8.2,5.1,0.1,32.2,32,Good
2025-08-01 03:52:44,Bengaluru,,,,,,,38,Good
2025-08-01 04:52:44,Bengaluru,8.4,6.7,10.8,4.8,0.41,39.0,39,Good
2025-08-01 05:52:44,Bengaluru,5.2,20.2,8.3,2.0,0.1,19.5,20,Good
2025-08-01 06:52:44,Bengaluru,20.3,40.1,11.2,2.5,0.23,26.9,40,Good
2025-08-01 07:52:44,Bengaluru,15.0,12.7,5.7,5.8,0.11,24.9,25,Good
